tx_count,avg_value,max_value,median_gas_price,unique_receivers,unique_senders,tx_per_day,in_tx_count,out_tx_count,in_out_ratio,self_tx_ratio,max_tx_in_1h,max_tx_in_5min,tx_time_std,zero_value_tx_ratio,high_value_tx_ratio,short_time_repeated_tx
33,0.2954675169399896,3.4128141706197064,1.05643687,8,19,0.6012967358900255,25,8,3.125,0.0,3,2,414999.19991831155,0.0,0.030303030303030304,0.7575757575757576
25037,0.0,0.0,2.9916647805,1,1,3269.664266410317,0,1000,0.0,0.0,15,4,735.272551384184,0.03994088748651995,0.0,0.039900946599033434
128,0.09566871092173462,1.2226950311787232,3.845223226,5,6,1.631736712482538,57,71,0.8028169014084507,0.0,6,2,175415.65121187942,0.0,0.015625,0.9609375
8,0.0025625,0.018,7.5145780905,2,3,0.05873739083615123,2,6,0.3333333333333333,0.0,1,1,1284530.0090868145,0.75,0.125,0.75
8,0.0029899387038339917,0.021471629728427,15.7862678035,8,1,0.0067070473873469295,0,8,0.0,0.0,2,2,15414765.678558743,0.75,0.125,0.0
39,0.1298954992468768,0.4,11.376546662,4,6,0.11516069181719306,20,19,1.0526315789473684,0.0,3,1,1072114.051823114,0.1282051282051282,0.02564102564102564,0.8974358974358975
187,2.5583730976367334,40.014939318072194,2.48892793,4,3,6.703743720219276,23,164,0.1402439024390244,0.0,7,2,18931.331613210576,0.8074866310160428,0.0106951871657754,0.9786096256684492
1526014,0.46747127379261505,149.99984930000002,0.534905358,235,443,4011427.8203723985,473,527,0.8975332068311196,0.0,160,32,50.09943208640143,0.000188726971050069,6.5530198281273956e-06,0.0005013060168517458
2,0.000375,0.00075,1.911461029,2,2,1440.0,1,1,1.0,0.0,2,2,,0.5,0.5,0.0
275,0.010430839417137553,0.7869851179143804,6.168621343,14,3,0.62401847094674,2,273,0.007326007326007326,0.0,3,3,239584.81854398653,0.8545454545454545,0.01090909090909091,0.9490909090909091
3,0.017333142950845,0.026028123547578,1.300716637,3,2,1.0094401345920179,1,2,0.5,0.0,2,2,181517.1391577115,0.0,0.3333333333333333,0.0
2,0.01332266,0.01334366,1.820874362,2,2,2.309542902967121,1,1,1.0,0.0,1,1,,0.0,0.5,0.0
72,0.0012541124856980015,0.03184418514649028,4.1024746105,6,3,0.489228295213037,3,69,0.043478260869565216,0.0,3,2,267093.1965523799,0.8611111111111112,0.013888888888888888,0.9166666666666666
2,0.05616571970693007,0.05618671970693007,2.0,2,2,158.24175824175825,1,1,1.0,0.0,2,1,,0.0,0.5,0.0
